"","D14","D60","D74","D365"
"ENSG00000006625",0.926679583730584,0.529254803185964,0.72499497284694,0.620492147174725
"ENSG00000028277",0.743317212556106,0.464871724558388,0.465271049346362,0.15677239445346
"ENSG00000103245",5.17833142305438,4.39658283306437,3.74062966601785,2.26641663668484
"ENSG00000106400",0.778661665827936,0.741981407105667,0.436388474398373,0.388278715111925
"ENSG00000152795",-0.312644189155277,-0.154234663134044,-0.373774058499579,-0.0911589604675385
"ENSG00000282499",-6.84682059466077,-5.04527136875453,-3.92522988364269,-3.46835122943624
"ENSG00000176092",-4.44228988370383,-4.12700109262134,-4.87232756312771,-2.8818234102456
"ENSG00000058668",1.26912005253217,0.818827750832964,1.44488389486692,0.534292243857099
"ENSG00000164400",-1.95401657776352,-1.40633238732574,-1.03025027879999,-0.0772537832070732
"ENSG00000115310",-0.932948055643967,0.202757253308499,0.145459166443112,-0.257884997222685
"ENSG00000139168",1.0532042165641,0.165762825675718,0.844394131681255,0.633406907722557
"ENSG00000136504",1.07010346092247,1.07306305299557,1.08502307980882,0.84407004971233
"ENSG00000125735",-0.975717759948679,-0.531430922614202,-0.628289185394746,-0.460026542568572
"ENSG00000139197",-1.4540418453579,-1.29644589935056,-1.22893118398588,-0.382869110864027
"ENSG00000228253",-0.501912329229496,-0.181970099016302,-0.308252486085163,-0.0518948991411466
"ENSG00000229646",3.89536421489579,1.85571806366393,2.92800306810803,3.51255869238529
"ENSG00000148737",-4.8351343156488,-4.13870633761156,-4.87030997559738,-2.61132824751284
